random order,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,276
182,32035425,Ventromedial prefrontal value signals and functional connectivity during decision-making in suicidal behavior and impulsivity,"Brown VM, Wilson J, Hallquist MN, Szanto K, Dombrovski AY.",Neuropsychopharmacology. 2020 May;45(6):1034-1041. doi: 10.1038/s41386-020-0632-0. Epub 2020 Feb 8.,Brown VM,Neuropsychopharmacology,2020,2020/02/09,PMC7162923,,10.1038/s41386-020-0632-0,1,35,31,25,25,,1,0,motivation,seed-based,
183,31697986,Static and dynamic functional connectivity of the prefrontal cortex during resting-state predicts self-serving bias in depression,"Cui G, Wang Y, Wang X, Zheng L, Li L, Li P, Zhang L, Guo Y, Chen Y, Sun Z, Meng X.",Behav Brain Res. 2020 Feb 3;379:112335. doi: 10.1016/j.bbr.2019.112335. Epub 2019 Nov 5.,Cui G,Behav Brain Res,2020,2019/11/08,,,10.1016/j.bbr.2019.112335,1,23,21,,,,0,0,,seed-based,
184,32162579,Fatigue in multiple sclerosis: Does the functional or structural damage prevail?,"Bertoli M, Tecchio F.",Mult Scler. 2020 Dec;26(14):1809-1815. doi: 10.1177/1352458520912175. Epub 2020 Mar 12.,Bertoli M,Mult Scler,2020,2020/03/13,,,10.1177/1352458520912175,0,,,,,,,,,review,
185,31721361,Hubs disruption in mesial temporal lobe epilepsy. A resting-state fMRI study on a language-and-memory network,"Roger E, Pichat C, Torlay L, David O, Renard F, Banjac S, Attyé A, Minotti L, Lamalle L, Kahane P, Baciu M.",Hum Brain Mapp. 2020 Feb 15;41(3):779-796. doi: 10.1002/hbm.24839. Epub 2019 Nov 13.,Roger E,Hum Brain Mapp,2020,2019/11/14,PMC7268007,,10.1002/hbm.24839,1,48,37,,,,0,0,,seed-based,
186,32765403,Epilepsy-Related Brain Network Alterations in Patients With Temporal Lobe Glioma in the Left Hemisphere,"Fang S, Zhou C, Fan X, Jiang T, Wang Y.",Front Neurol. 2020 Jul 17;11:684. doi: 10.3389/fneur.2020.00684. eCollection 2020.,Fang S,Front Neurol,2020,2020/08/09,PMC7380082,,10.3389/fneur.2020.00684,1,15,15,,,,0,0,,,
187,32439536,Impaired mesocorticolimbic connectivity underlies increased pain sensitivity in chronic low back pain,"Yu S, Li W, Shen W, Edwards RR, Gollub RL, Wilson G, Park J, Ortiz A, Cao J, Gerber J, Mawla I, Chan ST, Lee J, Wasan AD, Napadow V, Kaptchuk TJ, Rosen B, Kong J.",Neuroimage. 2020 Sep;218:116969. doi: 10.1016/j.neuroimage.2020.116969. Epub 2020 May 18.,Yu S,Neuroimage,2020,2020/05/23,PMC7415705,NIHMS1609212,10.1016/j.neuroimage.2020.116969,1,90,74,,,,0,0,,seed-based,
188,32284075,Depression-related anterior cingulate prefrontal resting state connectivity normalizes following cognitive behavioral therapy,"Pantazatos SP, Yttredahl A, Rubin-Falcone H, Kishon R, Oquendo MA, John Mann J, Miller JM.",Eur Psychiatry. 2020 Apr 14;63(1):e37. doi: 10.1192/j.eurpsy.2020.34.,Pantazatos SP,Eur Psychiatry,2020,2020/04/15,PMC7355178,,10.1192/j.eurpsy.2020.34,0,,,,,,,,,"seed-based, within-patient",
189,30945801,Impaired frontostriatal functional connectivity among chronic opioid using pain patients is associated with dysregulated affect,"McConnell PA, Garland EL, Zubieta JK, Newman-Norlund R, Powers S, Froeliger B.",Addict Biol. 2020 Mar;25(2):e12743. doi: 10.1111/adb.12743. Epub 2019 Apr 4.,McConnell PA,Addict Biol,2020,2019/04/05,PMC6776713,NIHMS1012220,10.1111/adb.12743,1,34,30,,,,1,1,motivation,seed-based,
190,32480344,Lower cortical gamma-aminobutyric acid level contributes to increased connectivity in sensory-motor regions in progressive MS,"Droby A, Fleysher L, Petracca M, Podranski K, Xu J, Fabian M, Marjańska M, Inglese M.",Mult Scler Relat Disord. 2020 Aug;43:102183. doi: 10.1016/j.msard.2020.102183. Epub 2020 May 25.,Droby A,Mult Scler Relat Disord,2020,2020/06/02,,,10.1016/j.msard.2020.102183,1,26,15,,,,0,0,,seed-based,
191,33396000,Modulating the interhemispheric activity balance in the intraparietal sulcus using real-time fMRI neurofeedback: Development and proof-of-concept,"Wang T, Peeters R, Mantini D, Gillebert CR.",Neuroimage Clin. 2020;28:102513. doi: 10.1016/j.nicl.2020.102513. Epub 2020 Nov 27.,Wang T,Neuroimage Clin,2020,2021/01/05,PMC7941162,,10.1016/j.nicl.2020.102513,1,3,3,,,,0,0,,seed-based,
192,32885115,Effects of spatial smoothing on group-level differences in functional brain networks,"Triana AM, Glerean E, Saramäki J, Korhonen O.",Netw Neurosci. 2020 Jul 1;4(3):556-574. doi: 10.1162/netn_a_00132. eCollection 2020.,Triana AM,Netw Neurosci,2020,2020/09/05,PMC7462426,,10.1162/netn_a_00132,1,47,47,,,,0,0,,,
193,33044234,MRI in disorders of consciousness,"Snider SB, Edlow BL.",Curr Opin Neurol. 2020 Dec;33(6):676-683. doi: 10.1097/WCO.0000000000000873.,Snider SB,Curr Opin Neurol,2020,2020/10/12,PMC8938962,NIHMS1788618,10.1097/WCO.0000000000000873,0,,,,,,,,,review,
194,32010682,Schizophrenia Identification Using Multi-View Graph Measures of Functional Brain Networks,"Xiang Y, Wang J, Tan G, Wu FX, Liu J.",Front Bioeng Biotechnol. 2020 Jan 15;7:479. doi: 10.3389/fbioe.2019.00479. eCollection 2019.,Xiang Y,Front Bioeng Biotechnol,2020,2020/02/04,PMC6974443,,10.3389/fbioe.2019.00479,0,,,,,,,,,predictive,
195,32912593,Resting-state functional connectivity in drug-naive pediatric patients with Tourette syndrome and obsessive-compulsive disorder,"Tikoo S, Cardona F, Tommasin S, Giannì C, Conte G, Upadhyay N, Mirabella G, Suppa A, Pantano P.",J Psychiatr Res. 2020 Oct;129:129-140. doi: 10.1016/j.jpsychires.2020.06.021. Epub 2020 Jul 7.,Tikoo S,J Psychiatr Res,2020,2020/09/11,,,10.1016/j.jpsychires.2020.06.021,1,16,14,11,10,,0,0,,seed-based,
196,32158212,Aberrant Thalamic-Centered Functional Connectivity in Patients with Persistent Somatoform Pain Disorder,"Sun X, Pan X, Ni K, Ji C, Wu J, Yan C, Luo Y.",Neuropsychiatr Dis Treat. 2020 Jan 23;16:273-281. doi: 10.2147/NDT.S231555. eCollection 2020.,Sun X,Neuropsychiatr Dis Treat,2020,2020/03/12,PMC6986177,,10.2147/NDT.S231555,1,23,13,,,,0,0,,,
197,33192729,Associations Between Altered Cerebral Activity Patterns and Psychosocial Disorders in Patients With Psychogenic Erectile Dysfunction: A Mediation Analysis of fMRI,"Yin T, Liu Q, Ma Z, Li Z, Sun R, Ren F, Li G, Huang X, Chang D, Zhang P.",Front Psychiatry. 2020 Oct 27;11:583619. doi: 10.3389/fpsyt.2020.583619. eCollection 2020.,Yin T,Front Psychiatry,2020,2020/11/16,PMC7652753,,10.3389/fpsyt.2020.583619,1,32,28,,,,0,0,,,
198,32617099,Preoperative Altered Spontaneous Brain Activity and Functional Connectivity Were Independent Risk Factors for Delayed Neurocognitive Recovery in Older Adults Undergoing Noncardiac Surgery,"Jiang Z, Zhang X, Lv Y, Zheng X, Zhang H, Zhang X, Jiang C, Lin G, Gu W.",Neural Plast. 2020 Jun 16;2020:9796419. doi: 10.1155/2020/9796419. eCollection 2020.,Jiang Z,Neural Plast,2020,2020/07/04,PMC7315267,,10.1155/2020/9796419,1,58,16,,,,0,0,,,
199,32873504,Magnetic resonance image connectivity analysis provides evidence of central nervous system mode of action for parasacral transcutaneous electro neural stimulation - A pilot study,"Netto JMB, Scheinost D, Onofrey JA, Franco I.",J Pediatr Urol. 2020 Oct;16(5):536-542. doi: 10.1016/j.jpurol.2020.08.002. Epub 2020 Aug 13.,Netto JMB,J Pediatr Urol,2020,2020/09/03,,,10.1016/j.jpurol.2020.08.002,0,,,,,,,,,within-patient,
200,32029353,Intrinsic brain activity of subcortical-cortical sensorimotor system and psychomotor alterations in schizophrenia and bipolar disorder: A preliminary study,"Magioncalda P, Martino M, Conio B, Lee HC, Ku HL, Chen CJ, Inglese M, Amore M, Lane TJ, Northoff G.",Schizophr Res. 2020 Apr;218:157-165. doi: 10.1016/j.schres.2020.01.009. Epub 2020 Feb 3.,Magioncalda P,Schizophr Res,2020,2020/02/08,,,10.1016/j.schres.2020.01.009,1,108,20,19,18,,0,0,,seed-based,
201,33383608,Functional connectivity between resting-state networks reflects decline in executive function in Parkinson's disease: A longitudinal fMRI study,"Boon LI, Hepp DH, Douw L, van Geenen N, Broeders TAA, Geurts JJG, Berendse HW, Schoonheim MM.",Neuroimage Clin. 2020;28:102468. doi: 10.1016/j.nicl.2020.102468. Epub 2020 Oct 15.,Boon LI,Neuroimage Clin,2020,2021/01/01,PMC7581965,,10.1016/j.nicl.2020.102468,1,50,13,,,,1,0,limitation,,
202,32588522,Disrupted functional network connectivity predicts cognitive impairment after acute mild traumatic brain injury,"Li F, Lu L, Shang S, Hu L, Chen H, Wang P, Zhang H, Chen YC, Yin X.",CNS Neurosci Ther. 2020 Oct;26(10):1083-1091. doi: 10.1111/cns.13430. Epub 2020 Jun 25.,Li F,CNS Neurosci Ther,2020,2020/06/27,PMC7539836,,10.1111/cns.13430,1,50,43,,,,0,0,,,
203,32135454,Altered resting-state thalamo-occipital functional connectivity is associated with cognition in isolated rapid eye movement sleep behavior disorder,"Byun JI, Kim HW, Kang H, Cha KS, Sunwoo JS, Shin JW, Moon J, Lee ST, Jung KH, Chu K, Kim M, Shin WC, Lee DS, Schenck CH, Lee SK, Jung KY.",Sleep Med. 2020 May;69:198-203. doi: 10.1016/j.sleep.2020.01.010. Epub 2020 Jan 18.,Byun JI,Sleep Med,2020,2020/03/06,,,10.1016/j.sleep.2020.01.010,1,37,15,,,,0,0,,seed-based,
204,32498996,Multimodal data analysis of epileptic EEG and rs-fMRI via deep learning and edge computing,"Hosseini MP, Tran TX, Pompili D, Elisevich K, Soltanian-Zadeh H.",Artif Intell Med. 2020 Apr;104:101813. doi: 10.1016/j.artmed.2020.101813. Epub 2020 Feb 19.,Hosseini MP,Artif Intell Med,2020,2020/06/06,,,10.1016/j.artmed.2020.101813,0,,,,,,,,,predictive,
205,32101777,A multidimensional and multi-feature framework for cardiac interoception,"Fittipaldi S, Abrevaya S, Fuente A, Pascariello GO, Hesse E, Birba A, Salamone P, Hildebrandt M, Martí SA, Pautassi RM, Huepe D, Martorell MM, Yoris A, Roca M, García AM, Sedeño L, Ibáñez A.",Neuroimage. 2020 May 15;212:116677. doi: 10.1016/j.neuroimage.2020.116677. Epub 2020 Feb 23.,Fittipaldi S,Neuroimage,2020,2020/02/27,PMC7165068,NIHMS1570062,10.1016/j.neuroimage.2020.116677,0,,,,,,,,,DL,
206,33018331,Global and local reorganization of brain network connectivity in sudden sensorineural hearing loss,"Minosse S, Garaci F, Martino F, Mauro RD, Melis M, Giuliano FD, Picchi E, Floris R, Guerrisi M, Girolamo SD, Toschi N.",Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:1730-1733. doi: 10.1109/EMBC44109.2020.9175688.,Minosse S,Annu Int Conf IEEE Eng Med Biol Soc,2020,2020/10/06,,,10.1109/EMBC44109.2020.9175688,1,15,8,,,,0,0,,,
207,33098362,Disrupted topological properties of functional networks in epileptic children with generalized tonic-clonic seizures,"Li Y, Chen Q, Huang W.",Brain Behav. 2020 Dec;10(12):e01890. doi: 10.1002/brb3.1890. Epub 2020 Oct 24.,Li Y,Brain Behav,2020,2020/10/24,PMC7749549,,10.1002/brb3.1890,1,30,13,,,,0,0,,,
208,32670108,Altered Effective Connectivity in Schizophrenic Patients With Auditory Verbal Hallucinations: A Resting-State fMRI Study With Granger Causality Analysis,"Gao J, Zhang D, Wang L, Wang W, Fan Y, Tang M, Zhang X, Lei X, Wang Y, Yang J, Zhang X.",Front Psychiatry. 2020 Jun 24;11:575. doi: 10.3389/fpsyt.2020.00575. eCollection 2020.,Gao J,Front Psychiatry,2020,2020/07/17,PMC7327618,,10.3389/fpsyt.2020.00575,1,18,18,,,,1,0,limitation,seed-based,
209,32054614,Functional and Structural Connectivity Patterns Associated with Clinical Outcomes in Deep Brain Stimulation of the Globus Pallidus Internus for Generalized Dystonia,"Okromelidze L, Tsuboi T, Eisinger RS, Burns MR, Charbel M, Rana M, Grewal SS, Lu CQ, Almeida L, Foote KD, Okun MS, Middlebrooks EH.",AJNR Am J Neuroradiol. 2020 Mar;41(3):508-514. doi: 10.3174/ajnr.A6429. Epub 2020 Feb 13.,Okromelidze L,AJNR Am J Neuroradiol,2020,2020/02/15,PMC7077906,,10.3174/ajnr.A6429,0,,,,,,,,,within-patient,
210,32948139,Aberrant functional connectivity in resting state networks of ADHD patients revealed by independent component analysis,"Zhang H, Zhao Y, Cao W, Cui D, Jiao Q, Lu W, Li H, Qiu J.",BMC Neurosci. 2020 Sep 18;21(1):39. doi: 10.1186/s12868-020-00589-x.,Zhang H,BMC Neurosci,2020,2020/09/19,PMC7501693,,10.1186/s12868-020-00589-x,1,67,56,32,,,0,0,,,
211,32651411,Increased large-scale inter-network connectivity in relation to impulsivity in Parkinson's disease,"Koh J, Kaneoke Y, Donishi T, Ishida T, Sakata M, Hiwatani Y, Nakayama Y, Yasui M, Ishiguchi H, Hironishi M, Murata KY, Terada M, Ito H.",Sci Rep. 2020 Jul 10;10(1):11418. doi: 10.1038/s41598-020-68266-x.,Koh J,Sci Rep,2020,2020/07/12,PMC7351767,,10.1038/s41598-020-68266-x,1,45,21,,,,0,0,,,
212,32950903,Altered dynamic effective connectivity of the default mode network in newly diagnosed drug-naïve juvenile myoclonic epilepsy,"Zhang Z, Liu G, Zheng W, Shi J, Liu H, Sun Y.",Neuroimage Clin. 2020;28:102431. doi: 10.1016/j.nicl.2020.102431. Epub 2020 Sep 11.,Zhang Z,Neuroimage Clin,2020,2020/09/20,PMC7509229,,10.1016/j.nicl.2020.102431,1,34,34,,,,0,0,,seed-based,
213,32734909,Aberrant functional connectivity and graph properties in bipolar II disorder with suicide attempts,"Wang H, Zhu R, Dai Z, Tian S, Shao J, Wang X, Sun Y, Chen Z, Li X, Yao Z, Lu Q.",J Affect Disord. 2020 Oct 1;275:202-209. doi: 10.1016/j.jad.2020.07.016. Epub 2020 Jul 10.,Wang H,J Affect Disord,2020,2020/08/01,,,10.1016/j.jad.2020.07.016,1,69,60,38,,,0,0,,,
214,32151497,Structural and functional MRI of altered brain development in a novel adolescent rat model of quinpirole-induced compulsive checking behavior,"Straathof M, Blezer ELA, van Heijningen C, Smeele CE, van der Toorn A; TACTICS Consortium, Buitelaar JK, Glennon JC, Otte WM, Dijkhuizen RM.",Eur Neuropsychopharmacol. 2020 Apr;33:58-70. doi: 10.1016/j.euroneuro.2020.02.004. Epub 2020 Mar 7.,Straathof M,Eur Neuropsychopharmacol,2020,2020/03/11,,,10.1016/j.euroneuro.2020.02.004,0,,,,,,,,,rats,
215,32174882,A New Rehabilitative Mechanism in Primary Motor Cortex After Peripheral Trauma,"Fischmeister FPS, Amini A, Matt E, Reinecke R, Schmidhammer R, Beisteiner R.",Front Neurol. 2020 Feb 27;11:125. doi: 10.3389/fneur.2020.00125. eCollection 2020.,Fischmeister FPS,Front Neurol,2020,2020/03/17,PMC7056825,,10.3389/fneur.2020.00125,1,12,6,,,,0,0,,,
216,31144614,Default mode dysfunction underpins suicidal activity in mood disorders,"Malhi GS, Das P, Outhred T, Bryant RA, Calhoun V, Mann JJ.",Psychol Med. 2020 May;50(7):1214-1223. doi: 10.1017/S0033291719001132. Epub 2019 May 30.,Malhi GS,Psychol Med,2020,2019/05/31,,,10.1017/S0033291719001132,1,66,25,,,,0,0,,seed-based,
217,33005141,Altered Static and Dynamic Spontaneous Neural Activity in Drug-Naïve and Drug-Receiving Benign Childhood Epilepsy With Centrotemporal Spikes,"Jiang S, Luo C, Huang Y, Li Z, Chen Y, Li X, Pei H, Wang P, Wang X, Yao D.",Front Hum Neurosci. 2020 Aug 28;14:361. doi: 10.3389/fnhum.2020.00361. eCollection 2020.,Jiang S,Front Hum Neurosci,2020,2020/10/02,PMC7485420,,10.3389/fnhum.2020.00361,1,26,22,,,,0,0,,,
218,33071743,Altered Cerebellar-Cerebral Circuits in Patients With Type 2 Diabetes Mellitus,"Zhang D, Qi F, Gao J, Yan X, Wang Y, Tang M, Zhe X, Cheng M, Wang M, Xie Q, Su Y, Zhang X.",Front Neurosci. 2020 Sep 24;14:571210. doi: 10.3389/fnins.2020.571210. eCollection 2020.,Zhang D,Front Neurosci,2020,2020/10/19,PMC7541847,,10.3389/fnins.2020.571210,1,34,30,,,,0,0,,seed-based,
219,32238610,Increased intrinsic default-mode network activity as a compensatory mechanism in aMCI: a resting-state functional connectivity MRI study,"Liang J, Li Y, Liu H, Zhang S, Wang M, Chu Y, Ye J, Xi Q, Zhao X.",Aging (Albany NY). 2020 Apr 1;12(7):5907-5919. doi: 10.18632/aging.102986. Epub 2020 Apr 1.,Liang J,Aging (Albany NY),2020,2020/04/03,PMC7185142,,10.18632/aging.102986,1,57,27,,,,0,0,,seed-based,
220,30612342,Aberrant cerebellar neural activity and cerebro-cerebellar functional connectivity involving executive dysfunction in schizophrenia with primary negative symptoms,"Gao J, Tang X, Wang C, Yu M, Sha W, Wang X, Zhang H, Zhang X, Zhang X.",Brain Imaging Behav. 2020 Jun;14(3):869-880. doi: 10.1007/s11682-018-0032-9.,Gao J,Brain Imaging Behav,2020,2019/01/07,,,10.1007/s11682-018-0032-9,1,39,38,29,,,1,0,limitation,seed-based,
221,31513096,Functional Connectivity Changes of the Visual Cortex in the Cervical Spondylotic Myelopathy Patients: A Resting-State fMRI Study,"Chen Z, Zhao R, Wang Q, Yu C, Li F, Liang M, Zong Y, Zhao Y, Xiong W, Su Z, Xue Y.",Spine (Phila Pa 1976). 2020 Mar 1;45(5):E272-E279. doi: 10.1097/BRS.0000000000003245.,Chen Z,Spine (Phila Pa 1976),2020,2019/09/13,,,10.1097/BRS.0000000000003245,1,30,20,,,,0,0,,seed-based,
222,31900891,Altered functional connectivity of the thalamus in tinnitus patients is correlated with symptom alleviation after sound therapy,"Lv H, Liu C, Wang Z, Zhao P, Cheng X, Yang Z, Gong S, Wang Z.",Brain Imaging Behav. 2020 Dec;14(6):2668-2678. doi: 10.1007/s11682-019-00218-0.,Lv H,Brain Imaging Behav,2020,2020/01/05,,,10.1007/s11682-019-00218-0,1,25,25,,,,0,0,,seed-based,
223,33343314,Altered Functional Connectivity in White and Gray Matter in Patients With Multiple Sclerosis,"Huang J, Li M, Li Q, Yang Z, Xin B, Qi Z, Liu Z, Dong H, Li K, Ding Z, Lu J.",Front Hum Neurosci. 2020 Dec 2;14:563048. doi: 10.3389/fnhum.2020.563048. eCollection 2020.,Huang J,Front Hum Neurosci,2020,2020/12/21,PMC7738428,,10.3389/fnhum.2020.563048,1,43,37,,,,0,0,,,
224,33222723,Context-specific abnormalities of the central executive network in first-episode psychosis: relationship with cognition,"Sarpal DK, Tarcijonas G, Calabro FJ, Foran W, Haas GL, Luna B, Murty VP.",Psychol Med. 2022 Sep;52(12):2299-2308. doi: 10.1017/S0033291720004201. Epub 2020 Nov 23.,Sarpal DK,Psychol Med,2022,2020/11/23,,,10.1017/S0033291720004201,1,43,35,,,,0,0,,seed-based,
225,31499128,"Abnormal functional connectivity strength in first-episode, drug-naïve adult patients with major depressive disorder","Shi Y, Li J, Feng Z, Xie H, Duan J, Chen F, Yang H.",Prog Neuropsychopharmacol Biol Psychiatry. 2020 Mar 8;97:109759. doi: 10.1016/j.pnpbp.2019.109759. Epub 2019 Sep 6.,Shi Y,Prog Neuropsychopharmacol Biol Psychiatry,2020,2019/09/10,,,10.1016/j.pnpbp.2019.109759,1,23,20,,,,0,0,,,
226,32617319,Altered brain language network in idiopathic peripheral facial paralysis patients with dysarthria,"Gao W, Han X, Li H, Zhu Y, Du L, Wang Y, Shi S, Liu J, Fu C, Zhang L, Ma G.",Ann Transl Med. 2020 Jun;8(11):699. doi: 10.21037/atm.2020.03.133.,Gao W,Ann Transl Med,2020,2020/07/04,PMC7327355,,10.21037/atm.2020.03.133,1,45,34,,,,0,0,,seed-based,
227,32655349,Synchrony Between Default-Mode and Sensorimotor Networks Facilitates Motor Function in Stroke Rehabilitation: A Pilot fMRI Study,"Wu CW, Lin SN, Hsu LM, Yeh SC, Guu SF, Lee SH, Chen CC.",Front Neurosci. 2020 Jun 16;14:548. doi: 10.3389/fnins.2020.00548. eCollection 2020.,Wu CW,Front Neurosci,2020,2020/07/14,PMC7325875,,10.3389/fnins.2020.00548,1,15,12,,,,0,0,,seed-based,
228,32434751,Increased functional connectivity in gambling disorder correlates with behavioural and emotional dysregulation: Evidence of a role for the cerebellum,"Piccoli T, Maniaci G, Collura G, Gagliardo C, Brancato A, La Tona G, Gangitano M, La Cascia C, Picone F, Marrale M, Cannizzaro C.",Behav Brain Res. 2020 Jul 15;390:112668. doi: 10.1016/j.bbr.2020.112668. Epub 2020 May 11.,Piccoli T,Behav Brain Res,2020,2020/05/22,,,10.1016/j.bbr.2020.112668,1,14,14,,,,0,0,,,
229,32054509,"Impact of phenylalanine on cognitive, cerebral, and neurometabolic parameters in adult patients with phenylketonuria (the PICO study): a randomized, placebo-controlled, crossover, noninferiority trial","Trepp R, Muri R, Abgottspon S, Bosanska L, Hochuli M, Slotboom J, Rummel C, Kreis R, Everts R.",Trials. 2020 Feb 13;21(1):178. doi: 10.1186/s13063-019-4022-z.,Trepp R,Trials,2020,2020/02/15,PMC7020385,,10.1186/s13063-019-4022-z,0,,,,,,,,,protocol,
230,32762276,A preliminary study of atypical cortical change ability of dynamic whole-brain functional connectivity in autism spectrum disorder,Chen B.,Int J Neurosci. 2022 Mar;132(3):213-225. doi: 10.1080/00207454.2020.1806837. Epub 2020 Aug 18.,Chen B,Int J Neurosci,2022,2020/08/09,,,10.1080/00207454.2020.1806837,1,48,30,,,,0,0,,dynamic FC,
231,30617783,Chemotherapy-induced functional changes of the default mode network in patients with lung cancer,"Zhang Y, Chen YC, Hu L, You J, Gu W, Li Q, Chen H, Mao C, Yin X.",Brain Imaging Behav. 2020 Jun;14(3):847-856. doi: 10.1007/s11682-018-0030-y.,Zhang Y,Brain Imaging Behav,2020,2019/01/09,,,10.1007/s11682-018-0030-y,1,27,21,,,,0,0,,seed-based,
232,33173924,Altered Resting State Brain Networks and Cognition in Familial Adenomatous Polyposis,"Cali RJ, Nephew BC, Moore CM, Chumachenko S, Sala AC, Cintron B, Luciano C, King JA, Hooper SR, Giardiello FM, Cruz-Correa M.",medRxiv. 2020 Nov 4:2020.11.02.20224477. doi: 10.1101/2020.11.02.20224477. Preprint.,Cali RJ,medRxiv,2020,2020/11/11,PMC7654920,,10.1101/2020.11.02.20224477,1,18,16,,,,0,0,,,
233,30815764,Cognitive function assessment and comparison on lateral ventricular tumors resection by the frontal transcortical approach and anterior transcallosal approach respectively in children,"He J, Li Z, Yu Y, Lu Z, Li Z, Gong J.",Neurosurg Rev. 2020 Apr;43(2):619-632. doi: 10.1007/s10143-019-01088-2. Epub 2019 Feb 27.,He J,Neurosurg Rev,2020,2019/03/01,,,10.1007/s10143-019-01088-2,0,,,,,,,,,"seed-based, within-patient",
234,31897600,Sensory trick phenomenon in cervical dystonia: a functional MRI study,"Sarasso E, Agosta F, Piramide N, Bianchi F, Butera C, Gatti R, Amadio S, Del Carro U, Filippi M.",J Neurol. 2020 Apr;267(4):1103-1115. doi: 10.1007/s00415-019-09683-5. Epub 2020 Jan 2.,Sarasso E,J Neurol,2020,2020/01/04,,,10.1007/s00415-019-09683-5,1,17,15,,,,0,0,,seed-based,
235,32470024,Alterations of functional and structural connectivity in patients with brain metastases,"Hua B, Ding X, Xiong M, Zhang F, Luo Y, Ding J, Ding Z.",PLoS One. 2020 May 29;15(5):e0233833. doi: 10.1371/journal.pone.0233833. eCollection 2020.,Hua B,PLoS One,2020,2020/05/30,PMC7259727,,10.1371/journal.pone.0233833,1,16,14,,,,0,0,,,
236,32707534,"Network, clinical and sociodemographic features of cognitive phenotypes in temporal lobe epilepsy","Hermann B, Conant LL, Cook CJ, Hwang G, Garcia-Ramos C, Dabbs K, Nair VA, Mathis J, Bonet CNR, Allen L, Almane DN, Arkush K, Birn R, DeYoe EA, Felton E, Maganti R, Nencka A, Raghavan M, Shah U, Sosa VN, Struck AF, Ustine C, Reyes A, Kaestner E, McDonald C, Prabhakaran V, Binder JR, Meyerand ME.",Neuroimage Clin. 2020;27:102341. doi: 10.1016/j.nicl.2020.102341. Epub 2020 Jul 10.,Hermann B,Neuroimage Clin,2020,2020/07/25,PMC7381697,,10.1016/j.nicl.2020.102341,1,111,83,,,,0,0,,,
237,32218141,Strengthened Default Mode Network Activation During Delay Discounting in Adolescents with Anorexia Nervosa After Partial Weight Restoration: A Longitudinal fMRI Study,"Doose A, King JA, Bernardoni F, Geisler D, Hellerhoff I, Weinert T, Roessner V, Smolka MN, Ehrlich S.",J Clin Med. 2020 Mar 25;9(4):900. doi: 10.3390/jcm9040900.,Doose A,J Clin Med,2020,2020/03/29,PMC7230250,,10.3390/jcm9040900,0,,,,,,,,,within-patient,
238,32997563,Functional connectivity during smooth pursuit eye movements,"Schröder R, Kasparbauer AM, Meyhöfer I, Steffens M, Trautner P, Ettinger U.",J Neurophysiol. 2020 Dec 1;124(6):1839-1856. doi: 10.1152/jn.00317.2020. Epub 2020 Sep 30.,Schröder R,J Neurophysiol,2020,2020/09/30,,,10.1152/jn.00317.2020,0,,,,,,,,,"seed-based, within-patient",
239,32738725,Disrupted dynamic functional connectivity in right amygdalar subregions differentiates bipolar disorder from major depressive disorder,"Fateh AA, Cui Q, Duan X, Yang Y, Chen Y, Li D, He Z, Chen H.",Psychiatry Res Neuroimaging. 2020 Oct 30;304:111149. doi: 10.1016/j.pscychresns.2020.111149. Epub 2020 Jul 17.,Fateh AA,Psychiatry Res Neuroimaging,2020,2020/08/02,,,10.1016/j.pscychresns.2020.111149,1,63,61,40,,,0,0,,seed-based,
240,32951262,Subthalamic Nucleus Deep Brain Stimulation Modulates 2 Distinct Neurocircuits,"Shen L, Jiang C, Hubbard CS, Ren J, He C, Wang D, Dahmani L, Guo Y, Liu Y, Xu S, Meng F, Zhang J, Liu H, Li L.",Ann Neurol. 2020 Dec;88(6):1178-1193. doi: 10.1002/ana.25906. Epub 2020 Oct 13.,Shen L,Ann Neurol,2020,2020/09/20,PMC8087166,NIHMS1687474,10.1002/ana.25906,0,,,,,,,,,within-patient,
241,32002630,Functional neuroimaging in the acute phase of Takotsubo syndrome: volumetric and functional changes of the right insular cortex,"Dichtl W, Tuovinen N, Barbieri F, Adukauskaite A, Senoner T, Rubatscher A, Hintringer F, Siedentopf C, Bauer A, Gizewski ER, Steiger R.",Clin Res Cardiol. 2020 Sep;109(9):1107-1113. doi: 10.1007/s00392-020-01602-3. Epub 2020 Jan 30.,Dichtl W,Clin Res Cardiol,2020,2020/02/01,PMC7449945,,10.1007/s00392-020-01602-3,1,13,13,,,,0,0,,,
242,32304021,Functional connectivity dysfunction of insular subdivisions in cognitive impairment after acute mild traumatic brain injury,"Lu L, Li F, Chen H, Wang P, Zhang H, Chen YC, Yin X.",Brain Imaging Behav. 2020 Jun;14(3):941-948. doi: 10.1007/s11682-020-00288-5.,Lu L,Brain Imaging Behav,2020,2020/04/19,PMC7275020,,10.1007/s11682-020-00288-5,1,53,37,,,,0,0,,seed-based,
