PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Rater,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,250
35571902,"Probiotic Mixture Containing Lactobacillus helveticus, Bifidobacterium longum and Lactiplantibacillus plantarum Affects Brain Responses Toward an Emotional Task in Healthy Subjects: A Randomized Clinical Trial","Rode J, Edebol Carlman HMT, König J, Repsilber D, Hutchinson AN, Thunberg P, Andersson P, Persson J, Kiselev A, Lathrop Stern L, Salomon B, Mohammed AA, Labus JS, Brummer RJ.",Front Nutr. 2022 Apr 29;9:827182. doi: 10.3389/fnut.2022.827182. eCollection 2022.,Rode J,Front Nutr,2022,2022/05/16,PMC9104811,,10.3389/fnut.2022.827182,IL,0,,,,,,,,,withinn-patient,
35250441,A Novel Constrained Non-negative Matrix Factorization Method for Group Functional Magnetic Resonance Imaging Data Analysis of Adult Attention-Deficit/Hyperactivity Disorder,"Li Y, Zeng W, Shi Y, Deng J, Nie W, Luo S, Yang J.",Front Neurosci. 2022 Feb 17;16:756938. doi: 10.3389/fnins.2022.756938. eCollection 2022.,Li Y,Front Neurosci,2022,2022/03/07,PMC8891574,,10.3389/fnins.2022.756938,IL,0,,,,,,,,,method,
35671900,Structural and functional connectivity abnormalities of the default mode network in patients with Alzheimer's disease and mild cognitive impairment within two independent datasets,"Zhou B, Dou X, Wang W, Yao H, Feng F, Wang P, Yang Z, An N, Liu B, Zhang X, Liu Y.",Methods. 2022 Sep;205:29-38. doi: 10.1016/j.ymeth.2022.06.001. Epub 2022 Jun 6.,Zhou B,Methods,2022,2022/06/07,,,10.1016/j.ymeth.2022.06.001,IL,1,47,39,34,,,0,0,,seed-based,
35560560,Aberrant static and dynamic functional network connectivity in heart failure with preserved ejection fraction,"Jiang L, Liu S, Li L, Wu W, Ai Z, Chen H, Yin X, Chen YC.",ESC Heart Fail. 2022 Aug;9(4):2558-2566. doi: 10.1002/ehf2.13967. Epub 2022 May 13.,Jiang L,ESC Heart Fail,2022,2022/05/13,PMC9288811,,10.1002/ehf2.13967,IL,1,35,35,,,,0,0,,,
35778603,Resting-state functional connectivity of salience network in schizophrenia and depression,"Huang H, Chen C, Rong B, Wan Q, Chen J, Liu Z, Zhou Y, Wang G, Wang H.",Sci Rep. 2022 Jul 1;12(1):11204. doi: 10.1038/s41598-022-15489-9.,Huang H,Sci Rep,2022,2022/07/01,PMC9249853,,10.1038/s41598-022-15489-9,IL,1,30,29,28,,,0,0,,seed-based,
36206876,Abnormal long- and short-range functional connectivity in patients with first-episode drug-naïve melancholic and non-melancholic major depressive disorder,"Zhang L, Cui X, Ou Y, Liu F, Li H, Xie G, Li P, Zhao J, Xie G, Guo W.",J Affect Disord. 2022 Oct 4;320:360-369. doi: 10.1016/j.jad.2022.09.161. Online ahead of print.,Zhang L,J Affect Disord,2022,2022/10/07,,,10.1016/j.jad.2022.09.161,IL,1,31,28,,,,0,0,,seed-based,
36179779,Partly recovery and compensation in anterior cingulate cortex after SSRI treatment-evidence from multi-voxel pattern analysis over resting state fMRI in depression,"Zhang Y, Shao J, Wang X, Pei C, Zhang S, Yao Z, Lu Q.",J Affect Disord. 2022 Sep 27;320:404-412. doi: 10.1016/j.jad.2022.09.071. Online ahead of print.,Zhang Y,J Affect Disord,2022,2022/09/30,,,10.1016/j.jad.2022.09.071,IL,1,59,59,,,,0,0,,,
35762454,Nonlinear functional network connectivity in resting functional magnetic resonance imaging data,"Motlaghian SM, Belger A, Bustillo JR, Ford JM, Iraji A, Lim K, Mathalon DH, Mueller BA, O'Leary D, Pearlson G, Potkin SG, Preda A, van Erp TGM, Calhoun VD.",Hum Brain Mapp. 2022 Oct 15;43(15):4556-4566. doi: 10.1002/hbm.25972. Epub 2022 Jun 28.,Motlaghian SM,Hum Brain Mapp,2022,2022/06/28,PMC9491296,,10.1002/hbm.25972,IL,1,163,151,,,,0,0,,method,
35751551,Pain-related reorganization in the primary somatosensory cortex of patients with postherpetic neuralgia,"Li H, Li X, Wang J, Gao F, Wiech K, Hu L, Kong Y.",Hum Brain Mapp. 2022 Jun 25. doi: 10.1002/hbm.25992. Online ahead of print.,Li H,Hum Brain Mapp,2022,2022/06/25,,,10.1002/hbm.25992,IL,1,20,16,,,,0,0,,seed-based,
35691253,Task- and resting-state fMRI studies in multiple sclerosis: From regions to systems and time-varying analysis. Current status and future perspective,"Rocca MA, Schoonheim MM, Valsasina P, Geurts JJG, Filippi M.",Neuroimage Clin. 2022;35:103076. doi: 10.1016/j.nicl.2022.103076. Epub 2022 Jun 6.,Rocca MA,Neuroimage Clin,2022,2022/06/12,PMC9194954,,10.1016/j.nicl.2022.103076,IL,0,,,,,,,,,review,
36179389,Functional connectivity dynamics reflect disability and multi-domain clinical impairment in patients with relapsing-remitting multiple sclerosis,"Romanello A, Krohn S, von Schwanenflug N, Chien C, Bellmann-Strobl J, Ruprecht K, Paul F, Finke C.",Neuroimage Clin. 2022 Sep 16;36:103203. doi: 10.1016/j.nicl.2022.103203. Online ahead of print.,Romanello A,Neuroimage Clin,2022,2022/09/30,,,10.1016/j.nicl.2022.103203,IL,1,101,101,,,,0,0,,,
35462573,Middle cingulate cortex function contributes to response to non-steroidal anti-inflammatory drug in cervical spondylosis patients: a preliminary resting-state fMRI study,"Bai L, Zhang L, Chen Y, Li Y, Ma D, Li W, Meng Y, Zhao Y, Wang Y, Zeng Q, Zhuang Q.",Neuroradiology. 2022 Jul;64(7):1401-1410. doi: 10.1007/s00234-022-02964-3. Epub 2022 Apr 25.,Bai L,Neuroradiology,2022,2022/04/25,,,10.1007/s00234-022-02964-3,IL,1,31,31,,,,0,0,,seed-based,
35573287,Regional Neural Activity Abnormalities and Whole-Brain Functional Connectivity Reorganization in Bulimia Nervosa: Evidence From Resting-State fMRI,"Wang JN, Tang LR, Li WH, Zhang XY, Shao X, Wu PP, Yang ZM, Wu GW, Chen Q, Wang Z, Zhang P, Li ZJ, Wang Z.",Front Neurosci. 2022 Apr 26;16:858717. doi: 10.3389/fnins.2022.858717. eCollection 2022.,Wang JN,Front Neurosci,2022,2022/05/16,PMC9100949,,10.3389/fnins.2022.858717,IL,1,31,29,,,,0,0,,,
35626432,Effects of Different Scan Duration on Brain Effective Connectivity among Default Mode Network Nodes,"Abdul Wahab NS, Yahya N, Yusoff AN, Zakaria R, Thanabalan J, Othman E, Bee Hong S, Athi Kumar RK, Manan HA.",Diagnostics (Basel). 2022 May 20;12(5):1277. doi: 10.3390/diagnostics12051277.,Abdul Wahab NS,Diagnostics (Basel),2022,2022/05/28,PMC9140862,,10.3390/diagnostics12051277,IL,0,,,,,,,,,within-patient,
35858989,Deep brain stimulation of the nucleus accumbens in the treatment of severe alcohol use disorder: a phase I pilot trial,"Davidson B, Giacobbe P, George TP, Nestor SM, Rabin JS, Goubran M, Nyman AJ, Baskaran A, Meng Y, Pople CB, Graham SJ, Tam F, Hamani C, Lipsman N.",Mol Psychiatry. 2022 Jul 21. doi: 10.1038/s41380-022-01677-6. Online ahead of print.,Davidson B,Mol Psychiatry,2022,2022/07/20,,,10.1038/s41380-022-01677-6,IL,0,,,,,,,,,within-patient,
36116214,Evolution of brain functional plasticity associated with increasing symptom severity in degenerative cervical myelopathy,"Wang C, Ellingson BM, Oughourlian TC, Salamon N, Holly LT.",EBioMedicine. 2022 Sep 15;84:104255. doi: 10.1016/j.ebiom.2022.104255. Online ahead of print.,Wang C,EBioMedicine,2022,2022/09/18,PMC9483733,,10.1016/j.ebiom.2022.104255,IL,1,48,30,21,17,,0,0,,,
35615806,Mesocorticolimbic system abnormalities in chronic cluster headache patients: A neural signature?,"Ferraro S, Medina JP, Nigri A, Giani L, Demichelis G, Pinardi C, Bruzzone MG, Cecchini Proietti A, Becker B, Chiapparini L, Leone M.",Cephalalgia. 2022 Sep;42(10):1039-1049. doi: 10.1177/03331024221092416. Epub 2022 May 25.,Ferraro S,Cephalalgia,2022,2022/05/26,,,10.1177/03331024221092416,IL,1,28,28,,,,0,0,,seed-based,
35391752,Functional Connectivity Hypointensity of Middle Cingulate Gyrus and Thalamus in Age-Related Macular Degeneration Patients: A Resting-State Functional Magnetic Resonance Imaging Study,"Xiao A, Li HJ, Li QY, Liang RB, Shu HY, Ge QM, Liao XL, Pan YC, Wu JL, Su T, Zhang LJ, Zhou Q, Shao Y.",Front Aging Neurosci. 2022 Mar 21;14:854758. doi: 10.3389/fnagi.2022.854758. eCollection 2022.,Xiao A,Front Aging Neurosci,2022,2022/04/08,PMC8979908,,10.3389/fnagi.2022.854758,IL,1,23,17,,,,0,0,,,
35992918,"Brain alterations of regional homogeneity, degree centrality, and functional connectivity in vulnerable carotid plaque patients with neither clinical symptoms nor routine MRI lesions: A resting-state fMRI study","Wang Q, Xing W, Ouyang L, Li L, Jin H, Yang S.",Front Neurosci. 2022 Aug 5;16:937245. doi: 10.3389/fnins.2022.937245. eCollection 2022.,Wang Q,Front Neurosci,2022,2022/08/22,PMC9389209,,10.3389/fnins.2022.937245,IL,1,58,38,,,,1,0,limitation,,
35699354,Neural distinctiveness of fatigue and low sleep quality in multiple sclerosis,"Ruiz-Rizzo AL, Bublak P, Kluckow S, Finke K, Gaser C, Schwab M, Güllmar D, Müller HJ, Witte OW, Rupprecht S.",Eur J Neurol. 2022 Oct;29(10):3017-3027. doi: 10.1111/ene.15445. Epub 2022 Jun 25.,Ruiz-Rizzo AL,Eur J Neurol,2022,2022/06/14,,,10.1111/ene.15445,IL,0,,,,,,,,,within-patient,
35384392,Abnormal functional connectivity of the striatum in first-episode drug-naive early-onset Schizophrenia,"Zhang Y, Peng Y, Song Y, Zhou Y, Zhang S, Yang G, Yang Y, Li W, Yue W, Lv L, Zhang D.",Brain Behav. 2022 May;12(5):e2535. doi: 10.1002/brb3.2535. Epub 2022 Apr 5.,Zhang Y,Brain Behav,2022,2022/04/06,PMC9120884,,10.1002/brb3.2535,IL,1,107,76,,,,0,0,,seed-based,
35386522,Suicidal Ideation Is Associated With Reduced Functional Connectivity and White Matter Integrity in Drug-Naïve Patients With Major Depression,"Reis JV, Vieira R, Portugal-Nunes C, Coelho A, Magalhães R, Moreira P, Ferreira S, Picó-Pérez M, Sousa N, Dias N, Bessa JM.",Front Psychiatry. 2022 Mar 21;13:838111. doi: 10.3389/fpsyt.2022.838111. eCollection 2022.,Reis JV,Front Psychiatry,2022,2022/04/07,PMC8978893,,10.3389/fpsyt.2022.838111,IL,0,,,,,,,,,within-patient,
35496062,Abnormal Large-Scale Neuronal Network in High Myopia,"Ji Y, Shi L, Cheng Q, Fu WW, Zhong PP, Huang SQ, Chen XL, Wu XR.",Front Hum Neurosci. 2022 Apr 15;16:870350. doi: 10.3389/fnhum.2022.870350. eCollection 2022.,Ji Y,Front Hum Neurosci,2022,2022/05/02,PMC9051506,,10.3389/fnhum.2022.870350,IL,1,82,59,,,,0,0,,,
35663568,"Altered Brain Volume, Microstructure Metrics and Functional Connectivity Features in Multiple System Atrophy","Ge Y, Zheng W, Li Y, Dou W, Ren S, Chen Z, Wang Z.",Front Aging Neurosci. 2022 May 19;14:799251. doi: 10.3389/fnagi.2022.799251. eCollection 2022.,Ge Y,Front Aging Neurosci,2022,2022/06/06,PMC9162384,,10.3389/fnagi.2022.799251,IL,1,29,27,,,,0,0,,,
35356035,Tau and the fractionated default mode network in atypical Alzheimer's disease,"Putcha D, Eckbo R, Katsumi Y, Dickerson BC, Touroutoglou A, Collins JA.",Brain Commun. 2022 Mar 9;4(2):fcac055. doi: 10.1093/braincomms/fcac055. eCollection 2022.,Putcha D,Brain Commun,2022,2022/03/31,PMC8963312,,10.1093/braincomms/fcac055,IL,1,25,25,,,,1,0,"limitation, interpretation",seed-based,
35620154,Brain Under Fatigue - Can Perceived Fatigability in Multiple Sclerosis Be Seen on the Level of Functional Brain Network Architecture?,"Sobczak AM, Bohaterewicz B, Ceglarek A, Zyrkowska A, Fafrowicz M, Slowik A, Wnuk M, Marona M, Nowak K, Zur-Wyrozumska K, Marek T.",Front Hum Neurosci. 2022 May 10;16:852981. doi: 10.3389/fnhum.2022.852981. eCollection 2022.,Sobczak AM,Front Hum Neurosci,2022,2022/05/27,PMC9128356,,10.3389/fnhum.2022.852981,IL,1,53,48,,,,0,0,,,
35932570,Orbitofrontal neural dissociation of healthy and unhealthy food reward sensitivity in normal-weight binge eaters,"Li W, Chen X, Luo Y, Luo L, Chen H.",Psychiatry Res. 2022 Oct;316:114736. doi: 10.1016/j.psychres.2022.114736. Epub 2022 Jul 22.,Li W,Psychiatry Res,2022,2022/08/06,,,10.1016/j.psychres.2022.114736,IL,1,28,28,,,,1,0,limitation,seed-based,
36032258,Sustained attention induces altered effective connectivity of the ascending thalamo-cortical relay in obsessive-compulsive disorder,"Yacou MA, Chowdury A, Easter P, Hanna GL, Rosenberg DR, Diwadkar VA.",Front Psychiatry. 2022 Aug 10;13:869106. doi: 10.3389/fpsyt.2022.869106. eCollection 2022.,Yacou MA,Front Psychiatry,2022,2022/08/29,PMC9402224,,10.3389/fpsyt.2022.869106,IL,1,32,30,,,,0,0,,method,
36017179,Multiple spatial scale mapping of time-resolved brain network reconfiguration during evoked pain in patients with rheumatoid arthritis,"Fanton S, Altawil R, Ellerbrock I, Lampa J, Kosek E, Fransson P, Thompson WH.",Front Neurosci. 2022 Aug 9;16:942136. doi: 10.3389/fnins.2022.942136. eCollection 2022.,Fanton S,Front Neurosci,2022,2022/08/26,PMC9397124,,10.3389/fnins.2022.942136,IL,1,28,22,,,,0,0,,,
36186871,Aberrant dynamic minimal spanning tree parameters within default mode network in patients with autism spectrum disorder,"Jia H, Wu X, Wu Z, Wang E.",Front Psychiatry. 2022 Sep 15;13:860348. doi: 10.3389/fpsyt.2022.860348. eCollection 2022.,Jia H,Front Psychiatry,2022,2022/10/03,PMC9524021,,10.3389/fpsyt.2022.860348,IL,1,573,539,,,,0,0,,seed-based,
35315585,The effects of androgen deprivation on working memory and quality of life in prostate cancer patients: The roles of hypothalamic connectivity,"Chaudhary S, Zhornitsky S, Roy A, Summers C, Ahles T, Li CR, Chao HH.",Cancer Med. 2022 Sep;11(18):3425-3436. doi: 10.1002/cam4.4704. Epub 2022 Mar 22.,Chaudhary S,Cancer Med,2022,2022/03/22,PMC9487881,,10.1002/cam4.4704,IL,1,28,22,,,,0,0,,,
35237144,Altered Intra- and Inter-Network Connectivity in Drug-Naïve Patients With Early Parkinson's Disease,"Zeng W, Fan W, Kong X, Liu X, Liu L, Cao Z, Zhang X, Yang X, Cheng C, Wu Y, Xu Y, Cao X, Xu Y.",Front Aging Neurosci. 2022 Feb 14;14:783634. doi: 10.3389/fnagi.2022.783634. eCollection 2022.,Zeng W,Front Aging Neurosci,2022,2022/03/03,PMC8884479,,10.3389/fnagi.2022.783634,IL,1,50,47,,,,0,0,,,
36009141,Voxel-Mirrored Homotopic Connectivity Is Altered in Meibomian Gland Dysfunction Patients That Are Morbidly Obese,"Shi YD, Shu HY, Liu LQ, Li SQ, Liao XL, Pan YC, Su T, Zhang LJ, Kang M, Ying P, Shao Y.",Brain Sci. 2022 Aug 15;12(8):1078. doi: 10.3390/brainsci12081078.,Shi YD,Brain Sci,2022,2022/08/26,PMC9405716,,10.3390/brainsci12081078,IL,1,12,12,,,,0,0,,,
35903058,Abnormal Dynamic Functional Connectivity of the Left Rostral Hippocampus in Predicting Antidepressant Efficacy in Major Depressive Disorder,"Xue SW, Kuai C, Xiao Y, Zhao L, Lan Z.",Psychiatry Investig. 2022 Jul;19(7):562-569. doi: 10.30773/pi.2021.0386. Epub 2022 Jul 21.,Xue SW,Psychiatry Investig,2022,2022/07/29,PMC9334807,,10.30773/pi.2021.0386,IL,1,70,43,,,,0,0,,dynamic FC,
35314949,Functional connectivity modulations during offset analgesia in chronic pain patients: an fMRI study,"Li T, Zhang S, Ikeda E, Kobinata H.",Brain Imaging Behav. 2022 Aug;16(4):1794-1802. doi: 10.1007/s11682-022-00652-7. Epub 2022 Mar 22.,Li T,Brain Imaging Behav,2022,2022/03/22,,,10.1007/s11682-022-00652-7,IL,1,23,17,,,,0,0,,,
35250466,"Resting-State fMRI in Predicting Response to Treatment With SSRIs in First-Episode, Drug-Naive Patients With Major Depressive Disorder","Zhang A, Wang X, Li J, Jing L, Hu X, Li H, Yang C, Zhang K, Sun N.",Front Neurosci. 2022 Feb 16;16:831278. doi: 10.3389/fnins.2022.831278. eCollection 2022.,Zhang A,Front Neurosci,2022,2022/03/07,PMC8888836,,10.3389/fnins.2022.831278,IL,1,101,53,,,,0,0,,,
35360208,Functional Brain Connectivity in Mild Cognitive Impairment With Sleep Disorders: A Study Based on Resting-State Functional Magnetic Resonance Imaging,"Luo Y, Qiao M, Liang Y, Chen C, Zeng L, Wang L, Wu W.",Front Aging Neurosci. 2022 Mar 10;14:812664. doi: 10.3389/fnagi.2022.812664. eCollection 2022.,Luo Y,Front Aging Neurosci,2022,2022/04/01,PMC8960737,,10.3389/fnagi.2022.812664,IL,1,20,20,20,,,0,0,,seed-based,
35450059,Long-Term Effect of Acetylcholinesterase Inhibitors on the Dorsal Attention Network of Alzheimer's Disease Patients: A Pilot Study Using Resting-State Functional Magnetic Resonance Imaging,"Yamashita KI, Uehara T, Taniwaki Y, Tobimatsu S, Kira JI.",Front Aging Neurosci. 2022 Apr 5;14:810206. doi: 10.3389/fnagi.2022.810206. eCollection 2022.,Yamashita KI,Front Aging Neurosci,2022,2022/04/22,PMC9016195,,10.3389/fnagi.2022.810206,IL,1,17,9,,,,0,0,,,
35292638,Tau deposition patterns are associated with functional connectivity in primary tauopathies,"Franzmeier N, Brendel M, Beyer L, Slemann L, Kovacs GG, Arzberger T, Kurz C, Respondek G, Lukic MJ, Biel D, Rubinski A, Frontzkowski L, Hummel S, Müller A, Finze A, Palleis C, Joseph E, Weidinger E, Katzdobler S, Song M, Biechele G, Kern M, Scheifele M, Rauchmann BS, Perneczky R, Rullman M, Patt M, Schildan A, Barthel H, Sabri O, Rumpf JJ, Schroeter ML, Classen J, Villemagne V, Seibyl J, Stephens AW, Lee EB, Coughlin DG, Giese A, Grossman M, McMillan CT, Gelpi E, Molina-Porcel L, Compta Y, van Swieten JC, Laat LD, Troakes C, Al-Sarraj S, Robinson JL, Xie SX, Irwin DJ, Roeber S, Herms J, Simons M, Bartenstein P, Lee VM, Trojanowski JQ, Levin J, Höglinger G, Ewers M.",Nat Commun. 2022 Mar 15;13(1):1362. doi: 10.1038/s41467-022-28896-3.,Franzmeier N,Nat Commun,2022,2022/03/16,PMC8924216,,10.1038/s41467-022-28896-3,IL,1,24,22,15,,,0,0,,,
35764231,Altered brain regional homogeneity is associated with depressive symptoms in COVID-19,"Cattarinussi G, Miola A, Trevisan N, Valeggia S, Tramarin E, Mucignat C, Morra F, Minerva M, Librizzi G, Bordin A, Causin F, Ottaviano G, Antonini A, Sambataro F, Manara R.",J Affect Disord. 2022 Sep 15;313:36-42. doi: 10.1016/j.jad.2022.06.061. Epub 2022 Jun 25.,Cattarinussi G,J Affect Disord,2022,2022/06/28,PMC9233546,,10.1016/j.jad.2022.06.061,IL,0,,,,,,0,0,,no FC,
35311219,Quantification of Kuramoto Coupling Between Intrinsic Brain Networks Applied to fMRI Data in Major Depressive Disorder,"Bauer LG, Hirsch F, Jones C, Hollander M, Grohs P, Anand A, Plant C, Wohlschläger A.",Front Comput Neurosci. 2022 Mar 3;16:729556. doi: 10.3389/fncom.2022.729556. eCollection 2022.,Bauer LG,Front Comput Neurosci,2022,2022/03/21,PMC8929174,,10.3389/fncom.2022.729556,IL,1,24,24,,,,0,0,,method,
35332961,Distinct brain structural-functional network topological coupling explains different outcomes in tinnitus patients treated with sound therapy,"Chen Q, Lv H, Wang Z, Wei X, Liu J, Liu F, Zhao P, Yang Z, Gong S, Wang Z.",Hum Brain Mapp. 2022 Jul;43(10):3245-3256. doi: 10.1002/hbm.25848. Epub 2022 Mar 25.,Chen Q,Hum Brain Mapp,2022,2022/03/25,PMC9189078,,10.1002/hbm.25848,IL,1,60,57,,,,0,0,,,
36213745,Resting-state brain network in Parkinson's disease with different degrees of depression,"Liu Q, Mao Z, Tan C, Cai S, Shen Q, Wang M, Li J, Zhang L, Zhou F, Song C, Yuan J, Liu Y, Liu J, Liao H.",Front Neurosci. 2022 Sep 21;16:931365. doi: 10.3389/fnins.2022.931365. eCollection 2022.,Liu Q,Front Neurosci,2022,2022/10/10,PMC9533063,,10.3389/fnins.2022.931365,IL,1,50,42,35,29,,0,0,,,
35157948,Altered centromedial amygdala functional connectivity in adults is associated with childhood emotional abuse and predicts levels of depression and anxiety,"Luo L, Yang T, Zheng X, Zhang X, Gao S, Li Y, Stamatakis EA, Sahakian B, Becker B, Lin Q, Kendrick KM.",J Affect Disord. 2022 Apr 15;303:148-154. doi: 10.1016/j.jad.2022.02.023. Epub 2022 Feb 11.,Luo L,J Affect Disord,2022,2022/02/14,,,10.1016/j.jad.2022.02.023,IL,0,,,,,,,,,within-patient,
35720086,Altered Effective Connectivity of Resting-State Networks by Tai Chi Chuan in Chronic Fatigue Syndrome Patients: A Multivariate Granger Causality Study,"Li Y, Wu K, Hu X, Xu T, Li Z, Zhang Y, Li K.",Front Neurol. 2022 Jun 3;13:858833. doi: 10.3389/fneur.2022.858833. eCollection 2022.,Li Y,Front Neurol,2022,2022/06/20,PMC9203735,,10.3389/fneur.2022.858833,IL,1,21,16,,,,0,0,,,
35848050,Episodic memory network connectivity in temporal lobe epilepsy,"Fleury M, Buck S, Binding LP, Caciagli L, Vos SB, Winston GP, Thompson PJ, Koepp MJ, Duncan JS, Sidhu MK.",Epilepsia. 2022 Oct;63(10):2597-2622. doi: 10.1111/epi.17370. Epub 2022 Aug 2.,Fleury M,Epilepsia,2022,2022/07/18,,,10.1111/epi.17370,IL,1,90,23,,,,0,0,,seed-based,
35835716,Functional connectivity differences in speech production networks in Chinese children with Rolandic epilepsy,"Wu Y, Fang F, Li K, Jin Z, Ren X, Lv J, Ding C, Chen C, Han T, Zhang W, Wang N, Lin Z.",Epilepsy Behav. 2022 Oct;135:108819. doi: 10.1016/j.yebeh.2022.108819. Epub 2022 Jul 12.,Wu Y,Epilepsy Behav,2022,2022/07/14,,,10.1016/j.yebeh.2022.108819,IL,1,27,26,,,,1,0,limitation,seed-based,
35360154,Improved Functional Organization in Patients With Primary Insomnia After Individually-Targeted Transcranial Magnetic Stimulation,"Qi S, Zhang Y, Li X, Sun C, Ma X, Li S, Li L, Ren K, Xi M, Huang ZG.",Front Neurosci. 2022 Mar 10;16:859440. doi: 10.3389/fnins.2022.859440. eCollection 2022.,Qi S,Front Neurosci,2022,2022/04/01,PMC8960275,,10.3389/fnins.2022.859440,IL,1,32,32,,,,0,0,,,
35654120,The effect of coupled inhibitory-facilitatory repetitive transcranial magnetic stimulation on shaping early reorganization of the motor network after stroke,"Chen Q, Shen W, Sun H, Zhang H, Liu C, Chen Z, Yu L, Cai X, Ke J, Li L, Zhang L, Fang Q.",Brain Res. 2022 Sep 1;1790:147959. doi: 10.1016/j.brainres.2022.147959. Epub 2022 May 30.,Chen Q,Brain Res,2022,2022/06/02,,,10.1016/j.brainres.2022.147959,IL,1,16,16,16,15,,0,0,,seed-based,
35625064,Resting-State Neural-Activity Alterations in Subacute Aphasia after Stroke,"Xie X, Zhang T, Bai T, Chen C, Ji GJ, Tian Y, Yang J, Wang K.",Brain Sci. 2022 May 22;12(5):678. doi: 10.3390/brainsci12050678.,Xie X,Brain Sci,2022,2022/05/28,PMC9139890,,10.3390/brainsci12050678,IL,1,40,37,,,,0,0,,,
36224244,Resting-state functional connectivity predicts motor cortex stimulation-dependent pain relief in fibromyalgia syndrome patients,"Argaman Y, Granovsky Y, Sprecher E, Sinai A, Yarnitsky D, Weissman-Fogel I.",Sci Rep. 2022 Oct 12;12(1):17135. doi: 10.1038/s41598-022-21557-x.,Argaman Y,Sci Rep,2022,2022/10/12,,,10.1038/s41598-022-21557-x,IL,0,,,,,,,,,within-patient,
35260119,Transdiagnostic alterations in neural emotion regulation circuits - neural substrates of cognitive reappraisal in patients with depression and post-traumatic stress disorder,"Keller M, Mendoza-Quiñones R, Cabrera Muñoz A, Iglesias-Fuster J, Virués AV, Zvyagintsev M, Edgar JC, Zweerings J, Mathiak K.",BMC Psychiatry. 2022 Mar 8;22(1):173. doi: 10.1186/s12888-022-03780-y.,Keller M,BMC Psychiatry,2022,2022/03/09,PMC8905757,,10.1186/s12888-022-03780-y,IL,1,35,34,20,,,0,0,,seed-based,
35756935,Temporal Grading Index of Functional Network Topology Predicts Pain Perception of Patients With Chronic Back Pain,"Li Z, Zhao L, Ji J, Ma B, Zhao Z, Wu M, Zheng W, Zhang Z.",Front Neurol. 2022 Jun 10;13:899254. doi: 10.3389/fneur.2022.899254. eCollection 2022.,Li Z,Front Neurol,2022,2022/06/27,PMC9226296,,10.3389/fneur.2022.899254,IL,1,34,34,,,,0,0,,,
34973120,Cholinergic relevant functional reactivity is associated with dopamine responsiveness of tremor in Parkinson's disease,"Wu J, Zhou C, Guo T, Guan X, Gao T, Bai X, Wu H, Chen J, Wen J, Liu X, Gu L, Song Z, Xuan M, Gu Q, Huang P, Pu J, Zhang B, Xu X, Zhang M.",Brain Imaging Behav. 2022 Jun;16(3):1234-1245. doi: 10.1007/s11682-021-00610-9. Epub 2022 Jan 1.,Wu J,Brain Imaging Behav,2022,2022/01/01,PMC9107430,,10.1007/s11682-021-00610-9,IL,1,28,24,,,,0,0,,seed-based,
36152949,Multilayer Network Analysis of Dynamic Network Reconfiguration in Adults with Posttraumatic Stress Disorder,"Suo X, Zuo C, Lan H, Li W, Li L, Kemp GJ, Wang S, Gong Q.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2022 Sep 21:S2451-9022(22)00232-4. doi: 10.1016/j.bpsc.2022.09.003. Online ahead of print.,Suo X,Biol Psychiatry Cogn Neurosci Neuroimaging,2022,2022/09/24,,,10.1016/j.bpsc.2022.09.003,IL,1,71,70,,,,0,0,,,
36027642,Structural and functional changes in the brains of patients with Rett syndrome: A multimodal MRI study,"Takeguchi R, Kuroda M, Tanaka R, Suzuki N, Akaba Y, Tsujimura K, Itoh M, Takahashi S.",J Neurol Sci. 2022 Oct 15;441:120381. doi: 10.1016/j.jns.2022.120381. Epub 2022 Aug 18.,Takeguchi R,J Neurol Sci,2022,2022/08/26,,,10.1016/j.jns.2022.120381,IL,1,9,9,,,,0,0,,,
35330805,Functional Remodeling Associated With Language Recovery After Repetitive Transcranial Magnetic Stimulation in Chronic Aphasic Stroke,"Lin BF, Yeh SC, Kao YJ, Lu CF, Tsai PY.",Front Neurol. 2022 Mar 7;13:809843. doi: 10.3389/fneur.2022.809843. eCollection 2022.,Lin BF,Front Neurol,2022,2022/03/25,PMC8940300,,10.3389/fneur.2022.809843,IL,1,17,16,,,,0,0,,seed-based,
35437279,Brain Network Allostasis after Chronic Alcohol Drinking Is Characterized by Functional Dedifferentiation and Narrowing,"Pérez-Ramírez Ú, López-Madrona VJ, Pérez-Segura A, Pallarés V, Moreno A, Ciccocioppo R, Hyytiä P, Sommer WH, Moratal D, Canals S.",J Neurosci. 2022 May 25;42(21):4401-4413. doi: 10.1523/JNEUROSCI.0389-21.2022. Epub 2022 Apr 18.,Pérez-Ramírez Ú,J Neurosci,2022,2022/04/19,PMC9145238,,10.1523/JNEUROSCI.0389-21.2022,IL,0,,,,,,,,,rats,
