random order,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Rater,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,67
0,30630835,Resting-State Functional Connectivity of the Middle Frontal Gyrus Can Predict Language Lateralization in Patients with Brain Tumors,"Gohel S, Laino ME, Rajeev-Kumar G, Jenabi M, Peck K, Hatzoglou V, Tabar V, Holodny AI, Vachha B.",AJNR Am J Neuroradiol. 2019 Feb;40(2):319-325. doi: 10.3174/ajnr.A5932. Epub 2019 Jan 10.,Gohel S,AJNR Am J Neuroradiol,2019,2019/01/12,PMC6375738,NIHMS1515826,10.3174/ajnr.A5932,B,0,,,,,,,,,not case/contro;,
177,30527355,Juvenile myoclonic epilepsy has hyper dynamic functional connectivity in the dorsolateral frontal cortex,"Wang Y, Berglund IS, Uppman M, Li TQ.",Neuroimage Clin. 2019;21:101604. doi: 10.1016/j.nicl.2018.11.014. Epub 2018 Nov 19.,Wang Y,Neuroimage Clin,2019,2018/12/12,PMC6412974,,10.1016/j.nicl.2018.11.014,,,,,,,,,,,,
178,30820633,Altered glutamatergic response and functional connectivity in treatment resistant schizophrenia: the effect of riluzole and therapeutic implications,"Pillinger T, Rogdaki M, McCutcheon RA, Hathway P, Egerton A, Howes OD.",Psychopharmacology (Berl). 2019 Jul;236(7):1985-1997. doi: 10.1007/s00213-019-5188-5. Epub 2019 Feb 28.,Pillinger T,Psychopharmacology (Berl),2019,2019/03/02,PMC6642056,EMS82491,10.1007/s00213-019-5188-5,,,,,,,,,,,,
179,30557760,Resting state functional connectivity and neural correlates of face-name encoding in patients with ischemic vascular lesions with and without the involvement of the left inferior frontal gyrus,"Batista AX, Bazán PR, Conforto AB, Martins MDGM, Hoshino M, Simon SS, Hampstead B, Figueiredo EG, Castro MP, Michelan D, Amaro E Jr, Miotto EC.",Cortex. 2019 Apr;113:15-28. doi: 10.1016/j.cortex.2018.11.016. Epub 2018 Nov 26.,Batista AX,Cortex,2019,2018/12/18,,,10.1016/j.cortex.2018.11.016,,,,,,,,,,,,
180,30831580,Altered limbic and autonomic processing supports brain-heart axis in Takotsubo syndrome,"Templin C, Hänggi J, Klein C, Topka MS, Hiestand T, Levinson RA, Jurisic S, Lüscher TF, Ghadri JR, Jäncke L.",Eur Heart J. 2019 Apr 14;40(15):1183-1187. doi: 10.1093/eurheartj/ehz068.,Templin C,Eur Heart J,2019,2019/03/05,PMC6462306,,10.1093/eurheartj/ehz068,,,,,,,,,,,,
181,30255350,Altered Dynamic Functional Network Connectivity in Frontal Lobe Epilepsy,"Klugah-Brown B, Luo C, He H, Jiang S, Armah GK, Wu Y, Li J, Yin W, Yao D.",Brain Topogr. 2019 May;32(3):394-404. doi: 10.1007/s10548-018-0678-z. Epub 2018 Sep 25.,Klugah-Brown B,Brain Topogr,2019,2018/09/27,,,10.1007/s10548-018-0678-z,,,,,,,,,,,,
182,30850473,Corticolimbic fast-tracking: enhanced multimodal integration in functional neurological disorder,"Diez I, Ortiz-Terán L, Williams B, Jalilianhasanpour R, Ospina JP, Dickerson BC, Keshavan MS, LaFrance WC Jr, Sepulcre J, Perez DL.",J Neurol Neurosurg Psychiatry. 2019 Aug;90(8):929-938. doi: 10.1136/jnnp-2018-319657. Epub 2019 Mar 8.,Diez I,J Neurol Neurosurg Psychiatry,2019,2019/03/10,PMC6625895,NIHMS1033550,10.1136/jnnp-2018-319657,,,,,,,,,,,,
183,31655405,Altered resting-state functional connectivity of the insula in individuals with clinical high-risk and patients with first-episode schizophrenia,"Li XB, Wang LB, Xiong YB, Bo QJ, He F, Li F, Hou WP, Wen YJ, Wang XQ, Yang NB, Mao Z, Dong QH, Zhang FF, Yang R, Wang D, Xiang YT, Zhu YY, Tang YL, Yang Z, Wang CY.",Psychiatry Res. 2019 Dec;282:112608. doi: 10.1016/j.psychres.2019.112608. Epub 2019 Oct 11.,Li XB,Psychiatry Res,2019,2019/10/27,,,10.1016/j.psychres.2019.112608,,,,,,,,,,,,
184,30239972,Impaired Right Temporoparietal Junction-Hippocampus Connectivity in Schizophrenia and Its Relevance for Generating Representations of Other Minds,"Bitsch F, Berger P, Nagels A, Falkenberg I, Straube B.",Schizophr Bull. 2019 Jun 18;45(4):934-945. doi: 10.1093/schbul/sby132.,Bitsch F,Schizophr Bull,2019,2018/09/22,PMC6581138,,10.1093/schbul/sby132,,,,,,,,,,,,
185,31636536,Differential Influence of Acupuncture Somatosensory and Cognitive/Affective Components on Functional Brain Connectivity and Pain Reduction During Low Back Pain State,"Lee J, Eun S, Kim J, Lee JH, Park K.",Front Neurosci. 2019 Oct 4;13:1062. doi: 10.3389/fnins.2019.01062. eCollection 2019.,Lee J,Front Neurosci,2019,2019/10/23,PMC6788296,,10.3389/fnins.2019.01062,,,,,,,,,,,,
186,31437695,"Antidepressant and antisuicidal effects of ketamine on the functional connectivity of prefrontal cortex-related circuits in treatment-resistant depression: A double-blind, placebo-controlled, randomized, longitudinal resting fMRI study","Chen MH, Lin WC, Tu PC, Li CT, Bai YM, Tsai SJ, Su TP.",J Affect Disord. 2019 Dec 1;259:15-20. doi: 10.1016/j.jad.2019.08.022. Epub 2019 Aug 14.,Chen MH,J Affect Disord,2019,2019/08/23,,,10.1016/j.jad.2019.08.022,,,,,,,,,,,,
187,31920745,Striatal Functional Connectivity Alterations After Two-Week Antidepressant Treatment Associated to Enduring Clinical Improvement in Major Depressive Disorder,"An J, Li L, Wang L, Su YA, Wang Y, Li K, Zeng Y, Kong Q, Yan C, Si T.",Front Psychiatry. 2019 Dec 6;10:884. doi: 10.3389/fpsyt.2019.00884. eCollection 2019.,An J,Front Psychiatry,2019,2020/01/11,PMC6915079,,10.3389/fpsyt.2019.00884,,,,,,,,,,,,
188,31354605,Predicting the Post-therapy Severity Level (UPDRS-III) of Patients With Parkinson's Disease After Drug Therapy by Using the Dynamic Connectivity Efficiency of fMRI,"Li X, Xiong Y, Liu S, Zhou R, Hu Z, Tong Y, He L, Niu Z, Ma Y, Guo H.",Front Neurol. 2019 Jul 2;10:668. doi: 10.3389/fneur.2019.00668. eCollection 2019.,Li X,Front Neurol,2019,2019/07/30,PMC6636605,,10.3389/fneur.2019.00668,,,,,,,,,,,,
189,30300752,A framework for linking resting-state chronnectome/genome features in schizophrenia: A pilot study,"Rashid B, Chen J, Rashid I, Damaraju E, Liu J, Miller R, Agcaoglu O, van Erp TGM, Lim KO, Turner JA, Mathalon DH, Ford JM, Voyvodic J, Mueller BA, Belger A, McEwen S, Potkin SG, Preda A, Bustillo JR, Pearlson GD, Calhoun VD.",Neuroimage. 2019 Jan 1;184:843-854. doi: 10.1016/j.neuroimage.2018.10.004. Epub 2018 Oct 6.,Rashid B,Neuroimage,2019,2018/10/10,PMC6230505,NIHMS1509416,10.1016/j.neuroimage.2018.10.004,,,,,,,,,,,,
190,31866850,Altered Directed Functional Connectivity of the Hippocampus in Mild Cognitive Impairment and Alzheimer's Disease: A Resting-State fMRI Study,"Xue J, Guo H, Gao Y, Wang X, Cui H, Chen Z, Wang B, Xiang J.",Front Aging Neurosci. 2019 Dec 3;11:326. doi: 10.3389/fnagi.2019.00326. eCollection 2019.,Xue J,Front Aging Neurosci,2019,2019/12/24,PMC6905409,,10.3389/fnagi.2019.00326,,,,,,,,,,,,
191,30995925,Relationship between changes in resting-state spontaneous brain activity and cognitive impairment in patients with CADASIL,"Su J, Wang M, Ban S, Wang L, Cheng X, Hua F, Tang Y, Zhou H, Zhai Y, Du X, Liu J.",J Headache Pain. 2019 Apr 17;20(1):36. doi: 10.1186/s10194-019-0982-3.,Su J,J Headache Pain,2019,2019/04/19,PMC6734224,,10.1186/s10194-019-0982-3,,,,,,,,,,,,
192,31066977,Duloxetine effects on striatal resting-state functional connectivity in patients with major depressive disorder,"Wang L, An J, Gao HM, Zhang P, Chen C, Li K, Mitchell PB, Si TM.",Hum Brain Mapp. 2019 Aug 1;40(11):3338-3346. doi: 10.1002/hbm.24601. Epub 2019 May 8.,Wang L,Hum Brain Mapp,2019,2019/05/09,PMC6865564,,10.1002/hbm.24601,,,,,,,,,,,,
193,29150311,Functional connectivity of the vigilant-attention network in children and adolescents with attention-deficit/hyperactivity disorder,"Zepf FD, Bubenzer-Busch S, Runions KC, Rao P, Wong JWY, Mahfouda S, Morandini HAE, Stewart RM, Moore JK, Biskup CS, Eickhoff SB, Fink GR, Langner R.",Brain Cogn. 2019 Apr;131:56-65. doi: 10.1016/j.bandc.2017.10.005. Epub 2017 Nov 14.,Zepf FD,Brain Cogn,2019,2017/11/19,PMC6432906,,10.1016/j.bandc.2017.10.005,,,,,,,,,,,,
194,31747874,Functional connectivity studies in migraine: what have we learned?,"Skorobogatykh K, van Hoogstraten WS, Degan D, Prischepa A, Savitskaya A, Ileen BM, Bentivegna E, Skiba I, D'Acunto L, Ferri L, Sacco S, Hansen JM, Amin FM; European Headache Federation School of Advanced Studies (EHF-SAS).",J Headache Pain. 2019 Nov 20;20(1):108. doi: 10.1186/s10194-019-1047-3.,Skorobogatykh K,J Headache Pain,2019,2019/11/22,PMC6868768,,10.1186/s10194-019-1047-3,,,,,,,,,,,,
195,30054873,Amygdala connectivity mediates the association between anxiety and depression in patients with major depressive disorder,"He C, Gong L, Yin Y, Yuan Y, Zhang H, Lv L, Zhang X, Soares JC, Zhang H, Xie C, Zhang Z.",Brain Imaging Behav. 2019 Aug;13(4):1146-1159. doi: 10.1007/s11682-018-9923-z.,He C,Brain Imaging Behav,2019,2018/07/29,,,10.1007/s11682-018-9923-z,,,,,,,,,,,,
196,30928779,Differences in the intra-cerebellar connections and graph theoretical measures between Parkinson's disease and multiple system atrophy,"Sako W, Abe T, Furukawa T, Oki R, Haji S, Murakami N, Izumi Y, Harada M, Kaji R.",J Neurol Sci. 2019 May 15;400:129-134. doi: 10.1016/j.jns.2019.03.022. Epub 2019 Mar 25.,Sako W,J Neurol Sci,2019,2019/04/01,,,10.1016/j.jns.2019.03.022,,,,,,,,,,,,
197,30409697,Altered functional connectivity between sub-regions in the thalamus and cortex in schizophrenia patients measured by resting state BOLD fMRI at 7T,"Hua J, Blair NIS, Paez A, Choe A, Barber AD, Brandt A, Lim IAL, Xu F, Kamath V, Pekar JJ, van Zijl PCM, Ross CA, Margolis RL.",Schizophr Res. 2019 Apr;206:370-377. doi: 10.1016/j.schres.2018.10.016. Epub 2018 Nov 6.,Hua J,Schizophr Res,2019,2018/11/10,PMC6500777,NIHMS1511773,10.1016/j.schres.2018.10.016,,,,,,,,,,,,
198,31780903,Altered Cerebro-Cerebellar Limbic Network in AD Spectrum: A Resting-State fMRI Study,"Qi Z, An Y, Zhang M, Li HJ, Lu J.",Front Neural Circuits. 2019 Nov 6;13:72. doi: 10.3389/fncir.2019.00072. eCollection 2019.,Qi Z,Front Neural Circuits,2019,2019/11/30,PMC6851020,,10.3389/fncir.2019.00072,,,,,,,,,,,,
199,31572106,Altered Cingulate Cortex Functional Connectivity in Normal Aging and Mild Cognitive Impairment,"Cera N, Esposito R, Cieri F, Tartaro A.",Front Neurosci. 2019 Sep 13;13:857. doi: 10.3389/fnins.2019.00857. eCollection 2019.,Cera N,Front Neurosci,2019,2019/10/02,PMC6753224,,10.3389/fnins.2019.00857,,,,,,,,,,,,
200,31336598,Compensatory Neural Recruitment for Error-Related Cerebral Activity in Patients with Moderate-To-Severe Obstructive Sleep Apnea,"Chou PS, Chen SC, Hsu CY, Liou LM, Wu MN, Liu CK, Lai CL.",J Clin Med. 2019 Jul 22;8(7):1077. doi: 10.3390/jcm8071077.,Chou PS,J Clin Med,2019,2019/07/25,PMC6678110,,10.3390/jcm8071077,,,,,,,,,,,,
201,30954931,Resting-state functional connectivity networks associated with fatigue in multiple sclerosis with early age onset,"Stefancin P, Govindarajan ST, Krupp L, Charvet L, Duong TQ.",Mult Scler Relat Disord. 2019 Jun;31:101-105. doi: 10.1016/j.msard.2019.03.020. Epub 2019 Mar 30.,Stefancin P,Mult Scler Relat Disord,2019,2019/04/08,,,10.1016/j.msard.2019.03.020,,,,,,,,,,,,
202,30705340,Multi-Channel 3D Deep Feature Learning for Survival Time Prediction of Brain Tumor Patients Using Multi-Modal Neuroimages,"Nie D, Lu J, Zhang H, Adeli E, Wang J, Yu Z, Liu L, Wang Q, Wu J, Shen D.",Sci Rep. 2019 Jan 31;9(1):1103. doi: 10.1038/s41598-018-37387-9.,Nie D,Sci Rep,2019,2019/02/02,PMC6355868,,10.1038/s41598-018-37387-9,,,,,,,,,,,,
203,31856703,Impaired intrinsic functional connectivity between the thalamus and visual cortex in migraine without aura,"Wei HL, Zhou X, Chen YC, Yu YS, Guo X, Zhou GP, Zhou QQ, Qu LJ, Yin X, Li J, Zhang H.",J Headache Pain. 2019 Dec 19;20(1):116. doi: 10.1186/s10194-019-1065-1.,Wei HL,J Headache Pain,2019,2019/12/21,PMC6924083,,10.1186/s10194-019-1065-1,,,,,,,,,,,,
204,31040769,Lower Posttraumatic α-Synuclein Level Associated With Altered Default Mode Network Connectivity Following Acute Mild Traumatic Brain Injury,"Ye L, Zhang D, Shao M, Zhao P, Yin B, Zhuang J, Wang F, Yan Z, Bai G.",Front Neural Circuits. 2019 Apr 16;13:26. doi: 10.3389/fncir.2019.00026. eCollection 2019.,Ye L,Front Neural Circuits,2019,2019/05/02,PMC6476917,,10.3389/fncir.2019.00026,,,,,,,,,,,,
205,31891646,Altered functional connectivity density in the brains of hemodialysis end-stage renal disease patients: An in vivo resting-state functional MRI study,"Shi Y, Tong C, Zhang M, Gao X.",PLoS One. 2019 Dec 31;14(12):e0227123. doi: 10.1371/journal.pone.0227123. eCollection 2019.,Shi Y,PLoS One,2019,2020/01/01,PMC6938298,,10.1371/journal.pone.0227123,,,,,,,,,,,,
206,31787890,Longitudinal Changes in Functional Connectivity of the Caudate Is Associated With Recovery From Bell's Palsy,"Hu S, Kan H, Kan J, Li C, Yuan A, Xu C, Wang A, Wang Y, Bao X, Shen T, Wu H.",Front Aging Neurosci. 2019 Nov 7;11:295. doi: 10.3389/fnagi.2019.00295. eCollection 2019.,Hu S,Front Aging Neurosci,2019,2019/12/03,PMC6853889,,10.3389/fnagi.2019.00295,,,,,,,,,,,,
207,31867907,[Instant adjustive effect of auricular electroacupuncture on brain default model network of patients with primary insomnia],"Zhao B, Li L, Zhang JL, Zhang L, Wang JY, Wang Y, Li SY, Hou LW, Fang JL, Rong PJ.",Zhen Ci Yan Jiu. 2019 Dec 25;44(12):884-7. doi: 10.13702/j.1000-0607.190562.,Zhao B,Zhen Ci Yan Jiu,2019,2019/12/24,,,10.13702/j.1000-0607.190562,,,,,,,,,,,,
208,31461817,[The correlation of functional connectivity and structural connectivity between hippocampus and thalamus in Alzheimer's disease and amnestic mild cognitive impairment],"Feng F, Zhou B, Wang L, Yao HX, Guo YE, An NY, Wang LN, Zhang X.",Zhonghua Nei Ke Za Zhi. 2019 Sep 1;58(9):662-667. doi: 10.3760/cma.j.issn.0578-1426.2019.09.006.,Feng F,Zhonghua Nei Ke Za Zhi,2019,2019/08/29,,,10.3760/cma.j.issn.0578-1426.2019.09.006,,,,,,,,,,,,
209,30575157,Long-term reactions to pulsatile tinnitus are marked by weakened short-range functional connectivity within a brain network in the right temporal lobe,"Zheng W, Peng Z, Pengfei Z, Jing L, Heyu D, Hongxia Y, Yawen L, Zhengyu Z, Shusheng G, Zhenghan Y, Han L, Zhenchang W.",J Magn Reson Imaging. 2019 Jun;49(6):1629-1637. doi: 10.1002/jmri.26545. Epub 2018 Dec 21.,Zheng W,J Magn Reson Imaging,2019,2018/12/22,,,10.1002/jmri.26545,,,,,,,,,,,,
210,30928618,Distinct resting state functional connectivity abnormalities in hoarding disorder and major depressive disorder,"Levy HC, Stevens MC, Glahn DC, Pancholi K, Tolin DF.",J Psychiatr Res. 2019 Jun;113:108-116. doi: 10.1016/j.jpsychires.2019.03.022. Epub 2019 Mar 26.,Levy HC,J Psychiatr Res,2019,2019/04/01,PMC6486431,NIHMS1525705,10.1016/j.jpsychires.2019.03.022,,,,,,,,,,,,
211,31443867,Investigation of an emotion perception test using functional magnetic resonance imaging,"Bae S, Kang KD, Kim SW, Shin YJ, Nam JJ, Han DH.",Comput Methods Programs Biomed. 2019 Oct;179:104994. doi: 10.1016/j.cmpb.2019.104994. Epub 2019 Jul 23.,Bae S,Comput Methods Programs Biomed,2019,2019/08/25,,,10.1016/j.cmpb.2019.104994,,,,,,,,,,,,
212,30282513,Resting-State Functional Connectivity of the Habenula in Mood Disorder Patients With and Without Suicide-Related Behaviors,"Ambrosi E, Arciniegas DB, Curtis KN, Patriquin MA, Spalletta G, Sani G, Frueh BC, Fowler JC, Madan A, Salas R.",J Neuropsychiatry Clin Neurosci. 2019 Winter;31(1):49-56. doi: 10.1176/appi.neuropsych.17120351. Epub 2018 Oct 4.,Ambrosi E,J Neuropsychiatry Clin Neurosci,2019,2018/10/05,PMC6697145,NIHMS1511304,10.1176/appi.neuropsych.17120351,,,,,,,,,,,,
213,31497358,The dorsolateral prefrontal cortex is selectively involved in chemotherapy-related cognitive impairment in breast cancer patients with different hormone receptor expression,"Chen H, Ding K, Zhao J, Chao HH, Li CR, Cheng H.",Am J Cancer Res. 2019 Aug 1;9(8):1776-1785. eCollection 2019.,Chen H,Am J Cancer Res,2019,2019/09/10,PMC6726991,,,,,,,,,,,,,,
214,31541987,Altered dynamic functional connectivity in weakly-connected state in major depressive disorder,"Yao Z, Shi J, Zhang Z, Zheng W, Hu T, Li Y, Yu Y, Zhang Z, Fu Y, Zou Y, Zhang W, Wu X, Hu B.",Clin Neurophysiol. 2019 Nov;130(11):2096-2104. doi: 10.1016/j.clinph.2019.08.009. Epub 2019 Aug 23.,Yao Z,Clin Neurophysiol,2019,2019/09/22,,,10.1016/j.clinph.2019.08.009,,,,,,,,,,,,
215,31649609,Premorbid Alterations of Spontaneous Brain Activity in Elderly Patients With Early Post-operative Cognitive Dysfunction: A Pilot Resting-State Functional MRI Study,"Zhang X, Li H, Lv Y, Zhu Z, Shen X, Lu Q, Wang W, Wang Z, Jiang Z, Yang L, Lin G, Gu W.",Front Neurol. 2019 Oct 9;10:1062. doi: 10.3389/fneur.2019.01062. eCollection 2019.,Zhang X,Front Neurol,2019,2019/10/26,PMC6794447,,10.3389/fneur.2019.01062,,,,,,,,,,,,
216,31011330,Acupuncture Reversible Effects on Altered Default Mode Network of Chronic Migraine Accompanied with Clinical Symptom Relief,"Zou Y, Tang W, Li X, Xu M, Li J.",Neural Plast. 2019 Mar 18;2019:5047463. doi: 10.1155/2019/5047463. eCollection 2019.,Zou Y,Neural Plast,2019,2019/04/24,PMC6442315,,10.1155/2019/5047463,,,,,,,,,,,,
217,31320450,Neuroinflammation and Functional Connectivity in Alzheimer's Disease: Interactive Influences on Cognitive Performance,"Passamonti L, Tsvetanov KA, Jones PS, Bevan-Jones WR, Arnold R, Borchert RJ, Mak E, Su L, O'Brien JT, Rowe JB.",J Neurosci. 2019 Sep 4;39(36):7218-7226. doi: 10.1523/JNEUROSCI.2574-18.2019. Epub 2019 Jul 18.,Passamonti L,J Neurosci,2019,2019/07/20,PMC6733539,,10.1523/JNEUROSCI.2574-18.2019,,,,,,,,,,,,
218,29223742,Network analysis reveals disrupted functional brain circuitry in drug-naive social anxiety disorder,"Yang X, Liu J, Meng Y, Xia M, Cui Z, Wu X, Hu X, Zhang W, Gong G, Gong Q, Sweeney JA, He Y.",Neuroimage. 2019 Apr 15;190:213-223. doi: 10.1016/j.neuroimage.2017.12.011. Epub 2017 Dec 7.,Yang X,Neuroimage,2019,2017/12/11,,,10.1016/j.neuroimage.2017.12.011,,,,,,,,,,,,
219,31139688,Neural correlates of early cognitive dysfunction in Parkinson's disease,"Weil RS, Winston JS, Leyland LA, Pappa K, Mahmood RB, Morris HR, Rees G.",Ann Clin Transl Neurol. 2019 Mar 28;6(5):902-912. doi: 10.1002/acn3.767. eCollection 2019 May.,Weil RS,Ann Clin Transl Neurol,2019,2019/05/30,PMC6529983,,10.1002/acn3.767,,,,,,,,,,,,
220,30427058,Rehabilitation in chronic spatial neglect strengthens resting-state connectivity,"Wåhlin A, Fordell H, Ekman U, Lenfeldt N, Malm J.",Acta Neurol Scand. 2019 Mar;139(3):254-259. doi: 10.1111/ane.13048. Epub 2018 Dec 3.,Wåhlin A,Acta Neurol Scand,2019,2018/11/15,,,10.1111/ane.13048,,,,,,,,,,,,
221,31142519,Effect of cervical manipulation on vertebral artery and cerebral haemodynamics in patients with chronic neck pain: a crossover randomised controlled trial,"Moser N, Mior S, Noseworthy M, Côté P, Wells G, Behr M, Triano J.",BMJ Open. 2019 May 28;9(5):e025219. doi: 10.1136/bmjopen-2018-025219.,Moser N,BMJ Open,2019,2019/05/31,PMC6549698,,10.1136/bmjopen-2018-025219,,,,,,,,,,,,
222,30482026,Alternations of interhemispheric functional connectivity in corneal ulcer patients using voxel-mirrored homotopic connectivity: a resting state fMRI study,"Shi WQ, Liu JX, Yuan Q, Ye L, Su T, Jiang N, Lin Q, Min YL, Li B, Zhu PW, Xu XW, Shao Y.",Acta Radiol. 2019 Sep;60(9):1159-1166. doi: 10.1177/0284185118815308. Epub 2018 Nov 27.,Shi WQ,Acta Radiol,2019,2018/11/29,,,10.1177/0284185118815308,,,,,,,,,,,,
223,30079586,"The effect of psychosis associated CACNA1C, and its epistasis with ZNF804A, on brain function","Tecelão D, Mendes A, Martins D, Fu C, Chaddock CA, Picchioni MM, McDonald C, Kalidindi S, Murray R, Prata DP.",Genes Brain Behav. 2019 Apr;18(4):e12510. doi: 10.1111/gbb.12510. Epub 2018 Sep 10.,Tecelão D,Genes Brain Behav,2019,2018/08/07,,,10.1111/gbb.12510,,,,,,,,,,,,
224,31607098,Data-Driven Machine-Learning Quantifies Differences in the Voiding Initiation Network in Neurogenic Voiding Dysfunction in Women With Multiple Sclerosis,"Karmonik C, Boone T, Khavari R.",Int Neurourol J. 2019 Sep;23(3):195-204. doi: 10.5213/inj.1938058.029. Epub 2019 Sep 30.,Karmonik C,Int Neurourol J,2019,2019/10/15,PMC6790826,,10.5213/inj.1938058.029,,,,,,,,,,,,
225,30637462,Abnormal amplitude of low frequency fluctuation and functional connectivity in non-neuropsychiatric systemic lupus erythematosus: a resting-state fMRI study,"Yu H, Qiu X, Zhang YQ, Deng Y, He MY, Zhao YT, Zhai ZH.",Neuroradiology. 2019 Mar;61(3):331-340. doi: 10.1007/s00234-018-2138-6. Epub 2019 Jan 12.,Yu H,Neuroradiology,2019,2019/01/15,,,10.1007/s00234-018-2138-6,,,,,,,,,,,,
226,30843728,Altered social cognition and connectivity of default mode networks in the co-occurrence of autistic spectrum disorder and attention deficit hyperactivity disorder,"Wang K, Xu M, Ji Y, Zhang L, Du X, Li J, Luo Q, Li F.",Aust N Z J Psychiatry. 2019 Aug;53(8):760-771. doi: 10.1177/0004867419836031. Epub 2019 Mar 7.,Wang K,Aust N Z J Psychiatry,2019,2019/03/08,,,10.1177/0004867419836031,,,,,,,,,,,,
227,31043784,Unilateral thalamic glioma disrupts large-scale functional architecture of human brain during resting state,"Li S, Gao L, Liu Y, Ao Y, Xu H.",Neuropsychiatr Dis Treat. 2019 Apr 15;15:947-956. doi: 10.2147/NDT.S186161. eCollection 2019.,Li S,Neuropsychiatr Dis Treat,2019,2019/05/03,PMC6472434,,10.2147/NDT.S186161,,,,,,,,,,,,
228,31577811,Homotopic region connectivity during concussion recovery: A longitudinal fMRI study,"Chong CD, Wang L, Wang K, Traub S, Li J.",PLoS One. 2019 Oct 2;14(10):e0221892. doi: 10.1371/journal.pone.0221892. eCollection 2019.,Chong CD,PLoS One,2019,2019/10/03,PMC6774501,,10.1371/journal.pone.0221892,,,,,,,,,,,,
229,30778290,Changes in Functional Connectivity Following Treatment With Emotion Regulation Therapy,"Scult MA, Fresco DM, Gunning FM, Liston C, Seeley SH, García E, Mennin DS.",Front Behav Neurosci. 2019 Feb 4;13:10. doi: 10.3389/fnbeh.2019.00010. eCollection 2019.,Scult MA,Front Behav Neurosci,2019,2019/02/20,PMC6369363,,10.3389/fnbeh.2019.00010,,,,,,,,,,,,
230,31695670,Acupuncture Effect and Mechanism for Treating Pain in Patients With Parkinson's Disease,"Yu SW, Lin SH, Tsai CC, Chaudhuri KR, Huang YC, Chen YS, Yeh BY, Wu YR, Wang JJ.",Front Neurol. 2019 Oct 22;10:1114. doi: 10.3389/fneur.2019.01114. eCollection 2019.,Yu SW,Front Neurol,2019,2019/11/08,PMC6817566,,10.3389/fneur.2019.01114,,,,,,,,,,,,
231,30337204,Non-invasive stimulation of the auditory feedback area for improved articulation in Parkinson's disease,"Brabenec L, Klobusiakova P, Barton M, Mekyska J, Galaz Z, Zvoncak V, Kiska T, Mucha J, Smekal Z, Kostalova M, Rektorova I.",Parkinsonism Relat Disord. 2019 Apr;61:187-192. doi: 10.1016/j.parkreldis.2018.10.011. Epub 2018 Oct 10.,Brabenec L,Parkinsonism Relat Disord,2019,2018/10/20,,,10.1016/j.parkreldis.2018.10.011,,,,,,,,,,,,
232,29771186,Cross-modal plasticity among sensory networks in neuromyelitis optica spectrum disorders,"Rocca MA, Savoldi F, Valsasina P, Radaelli M, Preziosa P, Comi G, Falini A, Filippi M.",Mult Scler. 2019 Jun;25(7):968-979. doi: 10.1177/1352458518778008. Epub 2018 May 17.,Rocca MA,Mult Scler,2019,2018/05/18,,,10.1177/1352458518778008,,,,,,,,,,,,
233,31033120,Neural response to stress and perceived stress differ in patients with left temporal lobe epilepsy,"Goodman AM, Allendorfer JB, Heyse H, Szaflarski BA, Eliassen JC, Nelson EB, Storrs JM, Szaflarski JP.",Hum Brain Mapp. 2019 Aug 15;40(12):3415-3430. doi: 10.1002/hbm.24606. Epub 2019 Apr 29.,Goodman AM,Hum Brain Mapp,2019,2019/04/30,PMC6865764,,10.1002/hbm.24606,,,,,,,,,,,,
234,31801260,Estimation of Brain Functional Connectivity in Patients with Mild Cognitive Impairment,"Farràs-Permanyer L, Mancho-Fora N, Montalà-Flaquer M, Gudayol-Ferré E, Gallardo-Moreno GB, Zarabozo-Hurtado D, Villuendas-González E, Peró-Cebollero M, Guàrdia-Olmos J.",Brain Sci. 2019 Nov 30;9(12):350. doi: 10.3390/brainsci9120350.,Farràs-Permanyer L,Brain Sci,2019,2019/12/06,PMC6955819,,10.3390/brainsci9120350,,,,,,,,,,,,
235,31473355,Alterations in the functional brain network in a rat model of epileptogenesis: A longitudinal resting state fMRI study,"Christiaen E, Goossens MG, Raedt R, Descamps B, Larsen LE, Craey E, Carrette E, Vonck K, Boon P, Vanhove C.",Neuroimage. 2019 Nov 15;202:116144. doi: 10.1016/j.neuroimage.2019.116144. Epub 2019 Aug 29.,Christiaen E,Neuroimage,2019,2019/09/02,,,10.1016/j.neuroimage.2019.116144,,,,,,,,,,,,
236,31293411,Altered Global Synchronizations in Patients With Parkinson's Disease: A Resting-State fMRI Study,"Li M, Liu Y, Chen H, Hu G, Yu S, Ruan X, Luo Z, Wei X, Xie Y.",Front Aging Neurosci. 2019 Jun 25;11:139. doi: 10.3389/fnagi.2019.00139. eCollection 2019.,Li M,Front Aging Neurosci,2019,2019/07/12,PMC6603131,,10.3389/fnagi.2019.00139,,,,,,,,,,,,
237,30642762,Nuclei-specific thalamic connectivity predicts seizure frequency in drug-resistant medial temporal lobe epilepsy,"Jo HJ, Kenny-Jung DL, Balzekas I, Benarroch EE, Jones DT, Brinkmann BH, Matt Stead S, Van Gompel JJ, Welker KM, Worrell GA.",Neuroimage Clin. 2019;21:101671. doi: 10.1016/j.nicl.2019.101671. Epub 2019 Jan 9.,Jo HJ,Neuroimage Clin,2019,2019/01/16,PMC6412104,,10.1016/j.nicl.2019.101671,,,,,,,,,,,,
